simulation,match_id,round,home_team,away_team,home_goals,away_goals,winner,loser,penalties
76,84,Round of 32,Uruguay,Austria,2,0,Uruguay,Austria,False
76,85,Round of 32,Canada,Iran,1,1,Canada,Iran,True
76,86,Round of 32,United States,Belgium,1,2,Belgium,United States,False
76,87,Round of 32,Argentina,Spain,3,0,Argentina,Spain,False
76,88,Round of 32,Colombia,Senegal,3,0,Colombia,Senegal,False
76,89,Round of 16,Switzerland,Australia,3,2,Switzerland,Australia,False
76,90,Round of 16,Sweden,Ivory Coast,2,2,Ivory Coast,Sweden,True
76,91,Round of 16,Morocco,France,1,1,Morocco,France,True
76,92,Round of 16,Haiti,Portugal,0,4,Portugal,Haiti,False
76,93,Round of 16,Croatia,Uruguay,1,3,Uruguay,Croatia,False
76,94,Round of 16,New Zealand,Ecuador,3,0,New Zealand,Ecuador,False
76,95,Round of 16,Belgium,Colombia,1,1,Colombia,Belgium,True
76,96,Round of 16,Canada,Argentina,0,1,Argentina,Canada,False
76,97,Quarter-final,Switzerland,Ivory Coast,1,1,Switzerland,Ivory Coast,True
76,98,Quarter-final,Uruguay,New Zealand,1,1,New Zealand,Uruguay,True
76,99,Quarter-final,Morocco,Portugal,2,1,Morocco,Portugal,False
76,100,Quarter-final,Colombia,Argentina,1,0,Colombia,Argentina,False
76,101,Semi-final,Switzerland,New Zealand,2,0,Switzerland,New Zealand,False
76,102,Semi-final,Morocco,Colombia,1,1,Colombia,Morocco,True
76,103,Third-place playoff,New Zealand,Morocco,1,1,Morocco,New Zealand,True
76,104,Final,Switzerland,Colombia,1,1,Colombia,Switzerland,True
77,73,Round of 32,Czech Republic,Switzerland,0,3,Switzerland,Czech Republic,False
77,74,Round of 32,Brazil,Japan,0,2,Japan,Brazil,False
77,75,Round of 32,Ivory Coast,Paraguay,2,1,Ivory Coast,Paraguay,False
77,76,Round of 32,Netherlands,Morocco,0,1,Morocco,Netherlands,False
77,77,Round of 32,Ecuador,Iraq,1,2,Iraq,Ecuador,False
77,78,Round of 32,France,Uruguay,3,3,France,Uruguay,True
77,79,Round of 32,South Korea,Germany,0,0,Germany,South Korea,True
77,80,Round of 32,England,Norway,2,1,England,Norway,False
77,81,Round of 32,Belgium,Mexico,0,2,Mexico,Belgium,False
77,82,Round of 32,United States,Qatar,0,0,Qatar,United States,True
77,83,Round of 32,Colombia,Panama,1,0,Colombia,Panama,False
77,84,Round of 32,Spain,Algeria,3,0,Spain,Algeria,False
77,85,Round of 32,Canada,Jordan,0,0,Canada,Jordan,True
77,86,Round of 32,Turkey,Iran,0,3,Iran,Turkey,False
77,87,Round of 32,Argentina,Saudi Arabia,3,1,Argentina,Saudi Arabia,False
77,88,Round of 32,Portugal,Croatia,1,0,Portugal,Croatia,False
77,89,Round of 16,Switzerland,Ivory Coast,6,0,Switzerland,Ivory Coast,False
77,90,Round of 16,Japan,Iraq,1,2,Iraq,Japan,False
77,91,Round of 16,Morocco,France,2,2,France,Morocco,True
77,92,Round of 16,Germany,England,1,2,England,Germany,False
77,93,Round of 16,Colombia,Spain,0,3,Spain,Colombia,False
77,94,Round of 16,Mexico,Qatar,1,1,Mexico,Qatar,True
77,95,Round of 16,Iran,Portugal,3,2,Iran,Portugal,False
77,96,Round of 16,Canada,Argentina,1,3,Argentina,Canada,False
77,97,Quarter-final,Switzerland,Iraq,0,1,Iraq,Switzerland,False
77,98,Quarter-final,Spain,Mexico,2,2,Spain,Mexico,True
77,99,Quarter-final,France,England,3,5,England,France,False
77,100,Quarter-final,Iran,Argentina,1,0,Iran,Argentina,False
77,101,Semi-final,Iraq,Spain,0,2,Spain,Iraq,False
77,102,Semi-final,England,Iran,2,0,England,Iran,False
77,103,Third-place playoff,Iraq,Iran,2,1,Iraq,Iran,False
77,104,Final,Spain,England,2,1,Spain,England,False
78,73,Round of 32,Mexico,Switzerland,3,3,Switzerland,Mexico,True
78,74,Round of 32,Morocco,Japan,1,1,Morocco,Japan,True
78,75,Round of 32,Germany,Brazil,1,0,Germany,Brazil,False
78,76,Round of 32,Netherlands,Scotland,3,2,Netherlands,Scotland,False
78,77,Round of 32,Ecuador,Senegal,0,1,Senegal,Ecuador,False
78,78,Round of 32,Norway,Paraguay,1,1,Paraguay,Norway,True
78,79,Round of 32,South Korea,Cape Verde,1,1,Cape Verde,South Korea,True
78,80,Round of 32,England,Uzbekistan,5,0,England,Uzbekistan,False
78,81,Round of 32,Iran,Czech Republic,2,3,Czech Republic,Iran,False
78,82,Round of 32,Turkey,Bosnia and Herzegovina,3,0,Turkey,Bosnia and Herzegovina,False
78,83,Round of 32,Portugal,Croatia,3,0,Portugal,Croatia,False
78,84,Round of 32,Spain,Austria,3,1,Spain,Austria,False
78,85,Round of 32,Canada,Tunisia,2,0,Canada,Tunisia,False
78,86,Round of 32,United States,Belgium,2,4,Belgium,United States,False
78,87,Round of 32,Argentina,Uruguay,2,2,Uruguay,Argentina,True
78,88,Round of 32,Colombia,Ghana,1,0,Colombia,Ghana,False
78,89,Round of 16,Switzerland,Germany,1,1,Switzerland,Germany,True
78,90,Round of 16,Morocco,Senegal,1,5,Senegal,Morocco,False
78,91,Round of 16,Netherlands,Paraguay,2,1,Netherlands,Paraguay,False
78,92,Round of 16,Cape Verde,England,1,5,England,Cape Verde,False
78,93,Round of 16,Portugal,Spain,0,0,Spain,Portugal,True
78,94,Round of 16,Czech Republic,Turkey,0,2,Turkey,Czech Republic,False
78,95,Round of 16,Belgium,Colombia,1,2,Colombia,Belgium,False
78,96,Round of 16,Canada,Uruguay,2,2,Uruguay,Canada,True
78,97,Quarter-final,Switzerland,Senegal,4,3,Switzerland,Senegal,False
78,98,Quarter-final,Spain,Turkey,0,2,Turkey,Spain,False
78,99,Quarter-final,Netherlands,England,3,2,Netherlands,England,False
78,100,Quarter-final,Colombia,Uruguay,1,1,Colombia,Uruguay,True
78,101,Semi-final,Switzerland,Turkey,2,2,Turkey,Switzerland,True
78,102,Semi-final,Netherlands,Colombia,2,0,Netherlands,Colombia,False
78,103,Third-place playoff,Switzerland,Colombia,0,2,Colombia,Switzerland,False
78,104,Final,Turkey,Netherlands,2,4,Netherlands,Turkey,False
79,73,Round of 32,Mexico,Switzerland,2,0,Mexico,Switzerland,False
79,74,Round of 32,Brazil,Japan,3,0,Brazil,Japan,False
79,75,Round of 32,Germany,Paraguay,0,0,Paraguay,Germany,True
79,76,Round of 32,Netherlands,Scotland,5,1,Netherlands,Scotland,False
79,77,Round of 32,Curaçao,Norway,1,3,Norway,Curaçao,False
79,78,Round of 32,France,Tunisia,0,1,Tunisia,France,False
79,79,Round of 32,Czech Republic,Ivory Coast,3,0,Czech Republic,Ivory Coast,False
79,80,Round of 32,England,DR Congo,1,3,DR Congo,England,False
79,81,Round of 32,Belgium,South Korea,1,1,South Korea,Belgium,True
79,82,Round of 32,United States,Algeria,2,1,United States,Algeria,False
79,83,Round of 32,Colombia,Croatia,1,1,Colombia,Croatia,True
79,84,Round of 32,Spain,Austria,0,1,Austria,Spain,False
79,85,Round of 32,Canada,Egypt,1,1,Canada,Egypt,True
79,86,Round of 32,Australia,Iran,4,2,Australia,Iran,False
79,87,Round of 32,Argentina,Uruguay,0,2,Uruguay,Argentina,False
79,88,Round of 32,Portugal,Panama,1,0,Portugal,Panama,False
79,89,Round of 16,Mexico,Paraguay,1,2,Paraguay,Mexico,False
79,90,Round of 16,Brazil,Norway,3,1,Brazil,Norway,False
79,91,Round of 16,Netherlands,Tunisia,0,0,Tunisia,Netherlands,True
79,92,Round of 16,Czech Republic,DR Congo,0,1,DR Congo,Czech Republic,False
79,93,Round of 16,Colombia,Austria,2,1,Colombia,Austria,False
79,94,Round of 16,South Korea,United States,1,1,United States,South Korea,True
79,95,Round of 16,Australia,Portugal,0,1,Portugal,Australia,False
79,96,Round of 16,Canada,Uruguay,1,1,Uruguay,Canada,True
79,97,Quarter-final,Paraguay,Brazil,0,1,Brazil,Paraguay,False
79,98,Quarter-final,Colombia,United States,1,2,United States,Colombia,False
79,99,Quarter-final,Tunisia,DR Congo,1,1,DR Congo,Tunisia,True
79,100,Quarter-final,Portugal,Uruguay,0,2,Uruguay,Portugal,False
79,101,Semi-final,Brazil,United States,1,3,United States,Brazil,False
79,102,Semi-final,DR Congo,Uruguay,2,5,Uruguay,DR Congo,False
79,103,Third-place playoff,Brazil,DR Congo,2,0,Brazil,DR Congo,False
79,104,Final,United States,Uruguay,0,3,Uruguay,United States,False
80,73,Round of 32,Mexico,Canada,2,1,Mexico,Canada,False
80,74,Round of 32,Morocco,Sweden,3,3,Sweden,Morocco,True
80,75,Round of 32,Ivory Coast,United States,1,2,United States,Ivory Coast,False
80,76,Round of 32,Netherlands,Brazil,1,1,Netherlands,Brazil,True
80,77,Round of 32,Ecuador,France,2,4,France,Ecuador,False
80,78,Round of 32,Norway,Japan,1,2,Japan,Norway,False
80,79,Round of 32,South Korea,Uruguay,1,2,Uruguay,South Korea,False
80,80,Round of 32,Croatia,Uzbekistan,2,0,Croatia,Uzbekistan,False
80,81,Round of 32,Iran,South Africa,2,1,Iran,South Africa,False
80,82,Round of 32,Turkey,Bosnia and Herzegovina,3,1,Turkey,Bosnia and Herzegovina,False
80,83,Round of 32,Portugal,England,1,1,England,Portugal,True
80,84,Round of 32,Saudi Arabia,Jordan,3,2,Saudi Arabia,Jordan,False
80,85,Round of 32,Switzerland,Egypt,0,1,Egypt,Switzerland,False
80,86,Round of 32,Paraguay,Belgium,1,1,Belgium,Paraguay,True
80,87,Round of 32,Argentina,Spain,2,1,Argentina,Spain,False
80,88,Round of 32,Colombia,Germany,1,1,Germany,Colombia,True
80,89,Round of 16,Mexico,United States,2,1,Mexico,United States,False
80,90,Round of 16,Sweden,France,2,3,France,Sweden,False
80,91,Round of 16,Netherlands,Japan,2,2,Japan,Netherlands,True
80,92,Round of 16,Uruguay,Croatia,0,0,Croatia,Uruguay,True
80,93,Round of 16,England,Saudi Arabia,1,1,England,Saudi Arabia,True
80,94,Round of 16,Iran,Turkey,2,1,Iran,Turkey,False
80,95,Round of 16,Belgium,Germany,3,1,Belgium,Germany,False
80,96,Round of 16,Egypt,Argentina,0,1,Argentina,Egypt,False
80,97,Quarter-final,Mexico,France,3,3,France,Mexico,True
80,98,Quarter-final,England,Iran,1,0,England,Iran,False
80,99,Quarter-final,Japan,Croatia,1,3,Croatia,Japan,False
80,100,Quarter-final,Belgium,Argentina,2,2,Argentina,Belgium,True
80,101,Semi-final,France,England,1,2,England,France,False
80,102,Semi-final,Croatia,Argentina,1,4,Argentina,Croatia,False
80,103,Third-place playoff,France,Croatia,1,1,France,Croatia,True
80,104,Final,England,Argentina,0,0,Argentina,England,True
81,73,Round of 32,South Korea,Switzerland,1,1,South Korea,Switzerland,True
81,74,Round of 32,Scotland,Tunisia,1,1,Scotland,Tunisia,True
81,75,Round of 32,Germany,Haiti,3,1,Germany,Haiti,False
81,76,Round of 32,Netherlands,Brazil,2,3,Brazil,Netherlands,False
81,77,Round of 32,Ecuador,France,0,1,France,Ecuador,False
81,78,Round of 32,Norway,Turkey,0,0,Norway,Turkey,True
81,79,Round of 32,Mexico,Cape Verde,0,0,Cape Verde,Mexico,True
81,80,Round of 32,England,DR Congo,2,0,England,DR Congo,False
81,81,Round of 32,Belgium,Czech Republic,3,0,Belgium,Czech Republic,False
81,82,Round of 32,Australia,Japan,1,1,Australia,Japan,True
81,83,Round of 32,Colombia,Croatia,2,1,Colombia,Croatia,False
81,84,Round of 32,Spain,Austria,1,0,Spain,Austria,False
81,85,Round of 32,Canada,Curaçao,0,2,Curaçao,Canada,False
81,86,Round of 32,United States,Iran,0,1,Iran,United States,False
81,87,Round of 32,Argentina,Uruguay,1,1,Uruguay,Argentina,True
81,88,Round of 32,Portugal,Senegal,1,0,Portugal,Senegal,False
81,89,Round of 16,South Korea,Germany,1,1,South Korea,Germany,True
81,90,Round of 16,Scotland,France,1,3,France,Scotland,False
81,91,Round of 16,Brazil,Norway,0,2,Norway,Brazil,False
81,92,Round of 16,Cape Verde,England,1,2,England,Cape Verde,False
81,93,Round of 16,Colombia,Spain,0,3,Spain,Colombia,False
81,94,Round of 16,Belgium,Australia,4,2,Belgium,Australia,False
81,95,Round of 16,Iran,Portugal,0,5,Portugal,Iran,False
81,96,Round of 16,Curaçao,Uruguay,0,2,Uruguay,Curaçao,False
81,97,Quarter-final,South Korea,France,3,2,South Korea,France,False
81,98,Quarter-final,Spain,Belgium,1,1,Spain,Belgium,True
81,99,Quarter-final,Norway,England,2,0,Norway,England,False
81,100,Quarter-final,Portugal,Uruguay,2,2,Uruguay,Portugal,True
81,101,Semi-final,South Korea,Spain,0,1,Spain,South Korea,False
81,102,Semi-final,Norway,Uruguay,2,1,Norway,Uruguay,False
81,103,Third-place playoff,South Korea,Uruguay,0,4,Uruguay,South Korea,False
81,104,Final,Spain,Norway,3,0,Spain,Norway,False
82,73,Round of 32,Czech Republic,Switzerland,1,2,Switzerland,Czech Republic,False
82,74,Round of 32,Brazil,Japan,2,1,Brazil,Japan,False
82,75,Round of 32,Ecuador,Paraguay,3,2,Ecuador,Paraguay,False
82,76,Round of 32,Netherlands,Morocco,0,3,Morocco,Netherlands,False
82,77,Round of 32,Germany,Norway,1,1,Germany,Norway,True
82,78,Round of 32,France,Tunisia,0,1,Tunisia,France,False
82,79,Round of 32,Mexico,Ivory Coast,1,2,Ivory Coast,Mexico,False
82,80,Round of 32,Ghana,Uzbekistan,3,2,Ghana,Uzbekistan,False
82,81,Round of 32,New Zealand,South Korea,1,0,New Zealand,South Korea,False
82,82,Round of 32,Australia,Qatar,2,0,Australia,Qatar,False
82,83,Round of 32,Colombia,Croatia,2,0,Colombia,Croatia,False
82,84,Round of 32,Spain,Jordan,2,0,Spain,Jordan,False
82,85,Round of 32,Canada,Algeria,1,1,Algeria,Canada,True
82,86,Round of 32,United States,Egypt,1,3,Egypt,United States,False
82,87,Round of 32,Argentina,Uruguay,2,1,Argentina,Uruguay,False
82,88,Round of 32,Portugal,England,5,1,Portugal,England,False
82,89,Round of 16,Switzerland,Ecuador,3,3,Switzerland,Ecuador,True
82,90,Round of 16,Brazil,Germany,5,2,Brazil,Germany,False
82,91,Round of 16,Morocco,Tunisia,1,0,Morocco,Tunisia,False
82,92,Round of 16,Ivory Coast,Ghana,2,0,Ivory Coast,Ghana,False
82,93,Round of 16,Colombia,Spain,1,1,Spain,Colombia,True
82,94,Round of 16,New Zealand,Australia,3,1,New Zealand,Australia,False
82,95,Round of 16,Egypt,Portugal,0,0,Egypt,Portugal,True
82,96,Round of 16,Algeria,Argentina,2,3,Argentina,Algeria,False
82,97,Quarter-final,Switzerland,Brazil,0,4,Brazil,Switzerland,False
82,98,Quarter-final,Spain,New Zealand,2,0,Spain,New Zealand,False
82,99,Quarter-final,Morocco,Ivory Coast,1,1,Morocco,Ivory Coast,True
82,100,Quarter-final,Egypt,Argentina,1,1,Argentina,Egypt,True
82,101,Semi-final,Brazil,Spain,0,0,Spain,Brazil,True
82,102,Semi-final,Morocco,Argentina,1,0,Morocco,Argentina,False
82,103,Third-place playoff,Brazil,Argentina,1,0,Brazil,Argentina,False
82,104,Final,Spain,Morocco,3,0,Spain,Morocco,False
83,73,Round of 32,Mexico,Canada,0,2,Canada,Mexico,False
83,74,Round of 32,Brazil,Japan,0,1,Japan,Brazil,False
83,75,Round of 32,Ivory Coast,Paraguay,1,1,Paraguay,Ivory Coast,True
83,76,Round of 32,Netherlands,Morocco,0,1,Morocco,Netherlands,False
83,77,Round of 32,Ecuador,Iraq,3,0,Ecuador,Iraq,False
83,78,Round of 32,Norway,Tunisia,0,0,Tunisia,Norway,True
83,79,Round of 32,South Korea,Scotland,0,1,Scotland,South Korea,False
83,80,Round of 32,Croatia,France,3,4,France,Croatia,False
83,81,Round of 32,Egypt,Cape Verde,3,0,Egypt,Cape Verde,False
83,82,Round of 32,Turkey,Germany,4,1,Turkey,Germany,False
83,83,Round of 32,Colombia,England,1,2,England,Colombia,False
83,84,Round of 32,Saudi Arabia,Argentina,1,3,Argentina,Saudi Arabia,False
83,85,Round of 32,Switzerland,Iran,0,2,Iran,Switzerland,False
83,86,Round of 32,United States,Belgium,0,3,Belgium,United States,False
83,87,Round of 32,Algeria,Spain,1,1,Spain,Algeria,True
83,88,Round of 32,Portugal,Panama,2,2,Panama,Portugal,True
83,89,Round of 16,Canada,Paraguay,1,0,Canada,Paraguay,False
83,90,Round of 16,Japan,Ecuador,1,0,Japan,Ecuador,False
83,91,Round of 16,Morocco,Tunisia,2,2,Tunisia,Morocco,True
83,92,Round of 16,Scotland,France,0,3,France,Scotland,False
83,93,Round of 16,England,Argentina,1,1,Argentina,England,True
83,94,Round of 16,Egypt,Turkey,0,2,Turkey,Egypt,False
83,95,Round of 16,Belgium,Panama,4,3,Belgium,Panama,False
83,96,Round of 16,Iran,Spain,2,1,Iran,Spain,False
83,97,Quarter-final,Canada,Japan,3,3,Japan,Canada,True
83,98,Quarter-final,Argentina,Turkey,2,0,Argentina,Turkey,False
83,99,Quarter-final,Tunisia,France,0,4,France,Tunisia,False
83,100,Quarter-final,Belgium,Iran,0,2,Iran,Belgium,False
83,101,Semi-final,Japan,Argentina,0,2,Argentina,Japan,False
83,102,Semi-final,France,Iran,1,0,France,Iran,False
83,103,Third-place playoff,Japan,Iran,0,2,Iran,Japan,False
83,104,Final,Argentina,France,1,0,Argentina,France,False
84,73,Round of 32,Mexico,Canada,1,0,Mexico,Canada,False
84,74,Round of 32,Brazil,Japan,1,0,Brazil,Japan,False
84,75,Round of 32,Ivory Coast,Morocco,2,2,Morocco,Ivory Coast,True
84,76,Round of 32,Netherlands,Haiti,2,0,Netherlands,Haiti,False
84,77,Round of 32,Germany,Norway,3,2,Germany,Norway,False
84,78,Round of 32,France,Sweden,5,0,France,Sweden,False
84,79,Round of 32,South Korea,Saudi Arabia,2,1,South Korea,Saudi Arabia,False
84,80,Round of 32,England,Uzbekistan,1,1,England,Uzbekistan,True
84,81,Round of 32,Belgium,Czech Republic,1,1,Belgium,Czech Republic,True
84,82,Round of 32,Turkey,Bosnia and Herzegovina,2,1,Turkey,Bosnia and Herzegovina,False
84,83,Round of 32,Portugal,Croatia,1,3,Croatia,Portugal,False
84,84,Round of 32,Spain,Jordan,2,0,Spain,Jordan,False
84,85,Round of 32,Switzerland,Ecuador,0,3,Ecuador,Switzerland,False
84,86,Round of 32,Australia,Iran,0,2,Iran,Australia,False
84,87,Round of 32,Argentina,Uruguay,2,2,Uruguay,Argentina,True
84,88,Round of 32,Colombia,Paraguay,2,1,Colombia,Paraguay,False
84,89,Round of 16,Mexico,Morocco,0,5,Morocco,Mexico,False
84,90,Round of 16,Brazil,Germany,1,0,Brazil,Germany,False
84,91,Round of 16,Netherlands,France,0,1,France,Netherlands,False
84,92,Round of 16,South Korea,England,1,0,South Korea,England,False
84,93,Round of 16,Croatia,Spain,1,5,Spain,Croatia,False
84,94,Round of 16,Belgium,Turkey,0,1,Turkey,Belgium,False
84,95,Round of 16,Iran,Colombia,1,2,Colombia,Iran,False
84,96,Round of 16,Ecuador,Uruguay,1,0,Ecuador,Uruguay,False
84,97,Quarter-final,Morocco,Brazil,0,2,Brazil,Morocco,False
84,98,Quarter-final,Spain,Turkey,2,1,Spain,Turkey,False
84,99,Quarter-final,France,South Korea,0,3,South Korea,France,False
84,100,Quarter-final,Colombia,Ecuador,1,3,Ecuador,Colombia,False
84,101,Semi-final,Brazil,Spain,0,2,Spain,Brazil,False
84,102,Semi-final,South Korea,Ecuador,0,0,South Korea,Ecuador,True
84,103,Third-place playoff,Brazil,Ecuador,1,1,Brazil,Ecuador,True
84,104,Final,Spain,South Korea,1,2,South Korea,Spain,False
85,73,Round of 32,Czech Republic,Switzerland,1,1,Czech Republic,Switzerland,True
85,74,Round of 32,Brazil,Japan,1,1,Japan,Brazil,True
85,75,Round of 32,Germany,Australia,2,0,Germany,Australia,False
85,76,Round of 32,Netherlands,Scotland,3,2,Netherlands,Scotland,False
85,77,Round of 32,Ecuador,Norway,2,0,Ecuador,Norway,False
85,78,Round of 32,Iraq,Tunisia,4,0,Iraq,Tunisia,False
85,79,Round of 32,Mexico,Morocco,1,4,Morocco,Mexico,False
85,80,Round of 32,England,France,2,1,England,France,False
85,81,Round of 32,Belgium,Algeria,3,0,Belgium,Algeria,False
85,82,Round of 32,Paraguay,Curaçao,2,0,Paraguay,Curaçao,False
85,83,Round of 32,Portugal,Croatia,0,2,Croatia,Portugal,False
85,84,Round of 32,Spain,Austria,6,0,Spain,Austria,False
85,85,Round of 32,Canada,Iran,1,0,Canada,Iran,False
85,86,Round of 32,Turkey,New Zealand,0,1,New Zealand,Turkey,False
85,87,Round of 32,Argentina,Uruguay,1,0,Argentina,Uruguay,False
85,88,Round of 32,Colombia,Ghana,6,0,Colombia,Ghana,False
85,89,Round of 16,Czech Republic,Germany,0,3,Germany,Czech Republic,False
85,90,Round of 16,Japan,Ecuador,4,0,Japan,Ecuador,False
85,91,Round of 16,Netherlands,Iraq,0,0,Iraq,Netherlands,True
85,92,Round of 16,Morocco,England,2,1,Morocco,England,False
85,93,Round of 16,Croatia,Spain,1,5,Spain,Croatia,False
85,94,Round of 16,Belgium,Paraguay,0,1,Paraguay,Belgium,False
85,95,Round of 16,New Zealand,Colombia,0,2,Colombia,New Zealand,False
85,96,Round of 16,Canada,Argentina,0,2,Argentina,Canada,False
85,97,Quarter-final,Germany,Japan,0,2,Japan,Germany,False
85,98,Quarter-final,Spain,Paraguay,3,0,Spain,Paraguay,False
85,99,Quarter-final,Iraq,Morocco,0,1,Morocco,Iraq,False
85,100,Quarter-final,Colombia,Argentina,0,1,Argentina,Colombia,False
85,101,Semi-final,Japan,Spain,3,1,Japan,Spain,False
85,102,Semi-final,Morocco,Argentina,0,0,Morocco,Argentina,True
85,103,Third-place playoff,Spain,Argentina,2,1,Spain,Argentina,False
85,104,Final,Japan,Morocco,2,0,Japan,Morocco,False
86,73,Round of 32,South Korea,Bosnia and Herzegovina,1,2,Bosnia and Herzegovina,South Korea,False
86,74,Round of 32,Brazil,Tunisia,2,0,Brazil,Tunisia,False
86,75,Round of 32,Ecuador,Paraguay,3,0,Ecuador,Paraguay,False
86,76,Round of 32,Japan,Morocco,1,2,Morocco,Japan,False
86,77,Round of 32,Germany,Norway,1,0,Germany,Norway,False
86,78,Round of 32,France,Netherlands,2,0,France,Netherlands,False
86,79,Round of 32,Mexico,Scotland,2,2,Mexico,Scotland,True
86,80,Round of 32,England,Uzbekistan,1,2,Uzbekistan,England,False
86,81,Round of 32,Egypt,Ivory Coast,1,1,Ivory Coast,Egypt,True
86,82,Round of 32,Australia,Canada,1,2,Canada,Australia,False
86,83,Round of 32,Portugal,Croatia,2,2,Portugal,Croatia,True
86,84,Round of 32,Spain,Austria,1,0,Spain,Austria,False
86,85,Round of 32,Switzerland,New Zealand,2,1,Switzerland,New Zealand,False
86,86,Round of 32,United States,Belgium,0,2,Belgium,United States,False
86,87,Round of 32,Argentina,Uruguay,3,1,Argentina,Uruguay,False
86,88,Round of 32,Colombia,Senegal,3,0,Colombia,Senegal,False
86,89,Round of 16,Bosnia and Herzegovina,Ecuador,0,3,Ecuador,Bosnia and Herzegovina,False
86,90,Round of 16,Brazil,Germany,1,2,Germany,Brazil,False
86,91,Round of 16,Morocco,France,1,2,France,Morocco,False
86,92,Round of 16,Mexico,Uzbekistan,0,0,Uzbekistan,Mexico,True
86,93,Round of 16,Portugal,Spain,4,4,Spain,Portugal,True
86,94,Round of 16,Ivory Coast,Canada,1,2,Canada,Ivory Coast,False
86,95,Round of 16,Belgium,Colombia,1,2,Colombia,Belgium,False
86,96,Round of 16,Switzerland,Argentina,1,0,Switzerland,Argentina,False
86,97,Quarter-final,Ecuador,Germany,1,0,Ecuador,Germany,False
86,98,Quarter-final,Spain,Canada,0,0,Spain,Canada,True
86,99,Quarter-final,France,Uzbekistan,4,1,France,Uzbekistan,False
86,100,Quarter-final,Colombia,Switzerland,1,4,Switzerland,Colombia,False
86,101,Semi-final,Ecuador,Spain,1,1,Spain,Ecuador,True
86,102,Semi-final,France,Switzerland,2,1,France,Switzerland,False
86,103,Third-place playoff,Ecuador,Switzerland,0,1,Switzerland,Ecuador,False
86,104,Final,Spain,France,1,2,France,Spain,False
87,73,Round of 32,Mexico,Switzerland,2,1,Mexico,Switzerland,False
87,74,Round of 32,Morocco,Sweden,0,1,Sweden,Morocco,False
87,75,Round of 32,Germany,Paraguay,2,2,Paraguay,Germany,True
87,76,Round of 32,Netherlands,Brazil,0,0,Netherlands,Brazil,True
87,77,Round of 32,Curaçao,Norway,1,4,Norway,Curaçao,False
87,78,Round of 32,France,Tunisia,3,1,France,Tunisia,False
87,79,Round of 32,South Korea,Iraq,0,0,Iraq,South Korea,True
87,80,Round of 32,England,Colombia,3,0,England,Colombia,False
87,81,Round of 32,Belgium,Czech Republic,1,3,Czech Republic,Belgium,False
87,82,Round of 32,Australia,Bosnia and Herzegovina,1,1,Bosnia and Herzegovina,Australia,True
87,83,Round of 32,Uzbekistan,Panama,1,0,Uzbekistan,Panama,False
87,84,Round of 32,Spain,Algeria,6,0,Spain,Algeria,False
87,85,Round of 32,Canada,Austria,1,1,Austria,Canada,True
87,86,Round of 32,United States,Iran,2,0,United States,Iran,False
87,87,Round of 32,Argentina,Uruguay,1,0,Argentina,Uruguay,False
87,88,Round of 32,Portugal,Ghana,3,1,Portugal,Ghana,False
87,89,Round of 16,Mexico,Paraguay,2,1,Mexico,Paraguay,False
87,90,Round of 16,Sweden,Norway,0,5,Norway,Sweden,False
87,91,Round of 16,Netherlands,France,2,2,France,Netherlands,True
87,92,Round of 16,Iraq,England,0,2,England,Iraq,False
87,93,Round of 16,Uzbekistan,Spain,0,2,Spain,Uzbekistan,False
87,94,Round of 16,Czech Republic,Bosnia and Herzegovina,3,2,Czech Republic,Bosnia and Herzegovina,False
87,95,Round of 16,United States,Portugal,0,0,Portugal,United States,True
87,96,Round of 16,Austria,Argentina,1,1,Austria,Argentina,True
87,97,Quarter-final,Mexico,Norway,2,1,Mexico,Norway,False
87,98,Quarter-final,Spain,Czech Republic,5,0,Spain,Czech Republic,False
87,99,Quarter-final,France,England,5,3,France,England,False
87,100,Quarter-final,Portugal,Austria,2,0,Portugal,Austria,False
87,101,Semi-final,Mexico,Spain,1,1,Spain,Mexico,True
87,102,Semi-final,France,Portugal,2,2,France,Portugal,True
87,103,Third-place playoff,Mexico,Portugal,1,1,Portugal,Mexico,True
87,104,Final,Spain,France,1,0,Spain,France,False
88,73,Round of 32,South Korea,Canada,1,0,South Korea,Canada,False
88,74,Round of 32,Morocco,Sweden,0,3,Sweden,Morocco,False
88,75,Round of 32,Germany,Australia,5,2,Germany,Australia,False
88,76,Round of 32,Netherlands,Scotland,1,1,Netherlands,Scotland,True
88,77,Round of 32,Ivory Coast,France,0,1,France,Ivory Coast,False
88,78,Round of 32,Senegal,Uruguay,0,4,Uruguay,Senegal,False
88,79,Round of 32,Mexico,Ecuador,1,4,Ecuador,Mexico,False
88,80,Round of 32,Croatia,Norway,5,0,Croatia,Norway,False
88,81,Round of 32,Belgium,Czech Republic,2,0,Belgium,Czech Republic,False
88,82,Round of 32,Turkey,Algeria,0,1,Algeria,Turkey,False
88,83,Round of 32,Colombia,Panama,1,0,Colombia,Panama,False
88,84,Round of 32,Spain,Argentina,0,2,Argentina,Spain,False
88,85,Round of 32,Switzerland,Egypt,0,0,Egypt,Switzerland,True
88,86,Round of 32,Paraguay,Iran,2,2,Paraguay,Iran,True
88,87,Round of 32,Austria,Saudi Arabia,1,1,Saudi Arabia,Austria,True
88,88,Round of 32,Portugal,England,0,2,England,Portugal,False
88,89,Round of 16,South Korea,Germany,2,2,South Korea,Germany,True
